review_id,customer_id,product_id,rating,review_text,review_date
89,24,27,4,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",2021-01-13
90,48,6,3,Nam tristique tortor eu pede.,2021-04-11
91,72,19,2,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",2021-11-28
92,99,18,1,Donec ut mauris eget massa tempor convallis.,2023-11-30
93,7,51,1,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2024-02-24
94,27,143,3,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,2022-10-24
95,72,133,2,Praesent blandit lacinia erat.,2024-09-17
96,95,5,5,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",2022-07-05
97,19,74,2,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",2021-01-30
98,92,70,5,Sed ante.,2021-01-13
99,36,190,5,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2021-03-31
100,68,118,3,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2022-03-03
101,38,182,4,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2023-08-05
102,70,166,2,Integer ac neque.,2022-10-27
103,22,84,4,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,2022-02-02
104,38,4,4,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,2021-04-01
105,27,90,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",2023-02-21
106,19,49,1,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",2022-08-03
107,46,65,1,Suspendisse potenti.,2021-05-23
108,82,145,4,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2022-08-01
109,72,64,2,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",2024-07-07
110,70,183,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2024-04-22
111,36,36,1,Suspendisse potenti. In eleifend quam a odio.,2021-06-23
112,56,52,3,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2021-11-29
113,47,64,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",2024-12-11
114,59,80,2,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,2021-06-16
115,23,131,3,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2024-11-30
116,66,75,3,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2023-04-29
117,30,45,1,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",2024-10-27
118,99,129,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2021-02-01
119,60,73,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",2021-03-19
120,31,42,4,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",2024-09-24
121,4,70,4,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,2021-01-24
122,42,44,1,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2023-05-07
123,42,150,5,Nunc purus.,2024-05-14
124,81,134,3,Suspendisse accumsan tortor quis turpis. Sed ante.,2021-07-01
125,37,156,5,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-01-06
126,33,187,5,Nunc rhoncus dui vel sem.,2021-04-16
127,22,77,4,Mauris ullamcorper purus sit amet nulla.,2022-06-02
128,13,46,1,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,2023-09-11
129,93,26,3,Ut at dolor quis odio consequat varius.,2023-06-23
130,65,91,5,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2021-07-17
131,84,29,1,Duis at velit eu est congue elementum.,2024-10-23
132,94,39,4,Maecenas pulvinar lobortis est.,2024-10-25
133,59,136,1,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,2024-09-06
134,78,167,5,Aenean lectus.,2024-10-21
135,94,61,4,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",2024-03-06
136,2,145,3,Fusce consequat.,2022-09-03
137,24,125,2,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,2022-08-06
138,72,17,2,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",2021-02-14
139,79,51,2,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2024-03-07
140,43,56,4,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2024-12-02
141,39,62,2,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,2023-07-28
142,59,115,1,Ut tellus. Nulla ut erat id mauris vulputate elementum.,2024-03-02
143,72,14,2,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2021-02-11
144,2,157,4,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,2023-12-12
145,91,88,2,In eleifend quam a odio. In hac habitasse platea dictumst.,2023-05-07
146,9,4,3,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,2024-08-11
147,43,135,1,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,2022-01-20
148,62,54,2,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2023-01-06
149,82,106,5,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,2023-02-04
150,75,142,4,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2023-10-30
151,76,101,4,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2024-12-19
152,99,120,2,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2022-10-29
153,28,5,1,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2022-12-06
154,90,56,4,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",2022-11-25
155,82,167,4,Phasellus in felis. Donec semper sapien a libero. Nam dui.,2024-10-04
156,66,118,5,Nulla nisl. Nunc nisl.,2023-05-31
157,3,90,2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",2024-05-23
158,55,194,5,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",2023-07-25
159,64,182,1,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,2023-06-27
160,78,199,4,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,2024-07-07
161,96,133,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",2024-04-30
162,39,144,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2023-06-18
163,31,7,1,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,2021-04-18
164,37,52,4,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",2021-11-28
165,13,135,4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2024-01-29
166,48,116,2,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,2022-06-17
167,72,102,2,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2024-05-21
168,51,180,3,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",2023-04-19
169,44,99,5,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,2022-08-31
170,10,157,2,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,2021-02-16
171,50,149,2,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,2021-03-15
172,61,118,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",2023-09-15
173,85,176,1,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,2024-04-29
174,38,83,4,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,2021-06-25
175,97,126,3,Donec dapibus.,2023-11-04
176,24,29,2,Nullam porttitor lacus at turpis.,2021-11-23
177,18,168,4,Duis at velit eu est congue elementum.,2021-11-18
178,45,39,3,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2024-07-03
179,62,20,1,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2023-07-08
180,18,12,2,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2021-04-04
181,3,74,4,Aenean sit amet justo. Morbi ut odio.,2023-04-27
182,43,170,3,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2021-01-11
183,38,98,4,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,2024-10-10
184,86,143,4,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,2022-03-08
185,6,154,3,In eleifend quam a odio. In hac habitasse platea dictumst.,2022-12-21
186,22,142,1,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2022-08-11
187,63,97,3,Nulla tempus.,2023-11-03
188,15,18,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",2023-01-21
189,87,130,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",2021-10-27
